record.csv
借款id,投标人,年利率,有效金额,投标日期,投标时刻,期限
112755,drizzle,26.5,50,2008-12-16,9:37:41,5
112755,jon678,25.5,70,2008-12-16,10:27:18,5
112755,keane_robbie,26,300,2008-12-16,4:09:56,5
112755,nttxjf,26.5,510,2008-12-15,22:36:55,5
112755,jon678,25,150,2008-12-15,20:42:40,5
112755,hx3888,26,365,2008-12-15,20:12:11,5
112755,dianzi,5,126,2008-12-15,18:35:42,5
112755,neuumenn,27,4,2008-12-15,16:24:05,5
112755,nanfangjun,27,500,2008-12-15,16:01:54,5
112755,nanfangjun,27,500,2008-12-15,16:00:23,5
112755,sure96hotmail,27,500,2008-12-15,15:17:44,5
112755,lovehecofe,27,140,2008-12-15,14:31:30,5
112755,skycf,27,60,2008-12-15,13:29:40,5
112755,xiaoqiu83,27,429,2008-12-15,12:35:26,5
112755,neuumenn,27,200,2008-12-15,10:58:29,5
112755,sunfeng,27,64,2008-12-15,10:45:30,5
112755,cmh2002hnbc,27,336,2008-12-15,10:42:20,5
112755,shikousheng,27,260,2008-12-15,10:33:01,5
112755,fzy1983,27,100,2008-12-15,10:28:45,5
112755,alexzqxc,27,422,2008-12-15,10:21:09,5
112755,hupo,27,100,2008-12-15,10:09:08,5
112755,bj20,27,494,2008-12-15,9:33:30,5
112755,jackgu,27,300,2008-12-15,9:20:59,5
112755,zhangjun6906,27,275,2008-12-15,8:04:21,5
112755,guchenjie,26.5,220,2008-12-16,21:47:11,5
112755,ilovechenlili,26.5,51,2008-12-16,20:01:15,5
112755,nttxjf,26.5,480,2008-12-16,19:51:07,5
112755,sunfeng,26.9,250,2008-12-16,19:48:26,5
112755,yue420,26.5,119,2008-12-16,19:24:14,5
112755,tang0218,26.5,500,2008-12-16,18:50:05,5
112894,zhubb1999,25,300,2008-9-23,22:17:36,1
112894,yiyi520tt,25,300,2008-9-23,22:18:04,1
112894,liyu2000,25,100,2008-9-24,8:41:40,1
112894,azhuan,25,300,2008-9-24,9:07:26,1
112894,hx3888,24.5,200,2008-9-25,17:56:58,1
113163,pengwu96,24.31,51,2008-10-8,20:34:10,5
113163,hupo,25,50,2008-10-8,22:51:07,5
113163,geoshan,25,100,2008-10-8,22:56:18,5
113163,viennalee,24.5,55,2008-10-10,7:35:33,5
113163,blues211314,25,100,2008-10-10,13:35:22,5
113163,pengwu96,25,50,2008-10-12,19:44:16,5
113163,xliangzh,25,100,2008-10-12,21:57:07,5
113163,jackgu,25,200,2008-10-13,13:36:45,5
113163,fendy,25,50,2008-10-13,14:42:24,5
113163,ttb,25,100,2008-10-13,20:05:41,5
113163,yangok1,25,198,2008-10-13,22:47:19,5
113163,pengwu96,25,201,2008-10-13,23:58:01,5
113163,cmh2002hnbc,25,150,2008-10-14,8:20:41,5
113163,sunfeng,25,100,2008-10-14,9:19:56,5
113163,shouxingzhe,25,150,2008-10-14,10:27:04,5
113163,lj716,25,100,2008-10-14,10:37:31,5
113163,hupo,25,50,2008-10-14,10:58:36,5
113163,fzy1983,25,68,2008-10-14,12:41:52,5
113163,dywxf666,25,100,2008-10-14,15:11:52,5
113163,viennalee,25,200,2008-10-14,17:54:05,5
113163,scz_929,25,200,2008-10-14,19:35:11,5
113163,foxhulala618,25,50,2008-10-14,19:56:20,5
113163,alexzqxc,25,500,2008-10-14,21:40:20,5
113163,viennalee,25,50,2008-10-14,21:58:57,5
113163,sunfeng,25,98,2008-10-14,22:10:12,5
113163,wujingyi,25,50,2008-10-14,22:38:02,5
113163,wujingyi,25,150,2008-10-14,22:50:32,5
113163,zhubb1999,25,331,2008-10-14,23:36:27,5
113163,lxy_19,25,182,2008-10-15,3:08:32,5
113163,mdnywb,25,495,2008-10-15,7:26:21,5
113163,sunfeng,25,150,2008-10-15,7:33:52,5
113163,liyu2000,25,200,2008-10-15,9:07:58,5
113163,dywxf666,25,50,2008-10-15,9:40:24,5
113163,dianzi,22,50,2008-10-15,10:47:07,5
113163,viennalee,25,63,2008-10-15,11:01:49,5
113163,2004lwc,24.99,62,2008-10-15,12:56:00,5
113163,forcey,24.99,146,2008-10-15,13:26:37,5
113182,pengwu96,26.31,51,2008-9-29,22:58:15,6
113182,guchenjie,27,80,2008-9-30,9:21:06,6
113182,liyu2000,27,100,2008-10-1,10:24:34,6
113182,zhujy,27,80,2008-10-1,13:32:31,6
113182,cmh2002hnbc,27,100,2008-10-1,13:34:17,6
113182,sphin,27,52,2008-10-1,16:15:15,6
113182,pengwu96,26.31,51,2008-10-1,20:33:31,6
113182,liyu2000,27,94,2008-10-2,13:45:10,6
113182,shikousheng,26.99,100,2008-10-2,17:47:35,6
113182,pengwu96,27,50,2008-10-3,8:19:43,6
113182,skycf,27,52,2008-10-3,22:32:09,6
113182,xliangzh,27,100,2008-10-3,22:53:44,6
113182,zhubb1999,27,325,2008-10-4,17:16:05,6
113182,cmh2002hnbc,27,50,2008-10-4,20:58:42,6
113182,pengwu96,27,50,2008-10-5,21:14:14,6
113182,hupo,20,100,2008-10-5,23:57:53,6
113182,blues211314,27,100,2008-10-6,11:05:44,6
113182,pengwu96,27,50,2008-10-6,16:37:16,6
113182,jackgu,27,200,2008-10-6,17:03:51,6
113182,huanyingrufeng,27,100,2008-10-6,18:45:12,6
113182,pengwu96,27,50,2008-10-7,9:04:05,6
113182,shilrey,27,102,2008-10-7,10:44:38,6
113182,zehuiz,25,400,2008-10-7,12:09:57,6
113182,pengwu96,27,50,2008-10-7,13:19:53,6
113182,jackyhang,27,300,2008-10-7,13:41:51,6
113182,gjf66,27,473,2008-10-7,17:45:04,6
113182,arenhello,27,50,2008-10-7,18:21:27,6
113182,viennalee,27,50,2008-10-7,20:44:32,6
113182,alexzqxc,27,196,2008-10-7,23:18:17,6
113182,zehuiz,27,190,2008-10-8,2:59:04,6
113182,stylus75,27,200,2008-10-8,10:02:09,6
113182,viennalee,23.5,50,2008-10-8,10:44:31,6
113182,forcey,27,52,2008-10-8,10:51:25,6
113182,pengwu96,27,50,2008-10-8,11:06:13,6
113182,sanyuan2008,27,51,2008-10-8,16:44:20,6
113182,cmh2002hnbc,27,50,2008-10-8,17:12:15,6
113182,topmusic,27,300,2008-10-8,17:42:55,6
113182,ilovechenlili,26.5,198,2008-10-8,18:04:43,6
113182,drizzle,27,100,2008-10-8,18:08:09,6
113182,keane_robbie,27,400,2008-10-8,20:02:02,6
113182,pengwu96,27,50,2008-10-8,20:15:19,6
113182,sockpan,24.9,389,2008-10-8,22:12:02,6
113182,pengwu96,27,363,2008-10-8,22:31:59,6
113242,pengwu96,26.11,50,2008-10-1,9:45:55,2
113242,liyu2000,27,100,2008-10-1,10:21:55,2
113242,cmh2002hnbc,27,50,2008-10-1,13:41:46,2
113242,ilovechenlili,26,99,2008-10-1,22:02:29,2
113242,xliangzh,27,100,2008-10-3,22:54:53,2
113242,summeryi4u,27,500,2008-10-4,20:43:18,2
113242,wjlwc,27,100,2008-10-5,19:25:27,2
113242,zxlei,27,117,2008-10-5,19:57:34,2
113242,pengwu96,27,50,2008-10-5,21:12:30,2
113242,cmh2002hnbc,27,50,2008-10-5,21:49:58,2
113242,hupo,20,100,2008-10-5,23:56:41,2
113242,liyuanping,27,100,2008-10-6,1:24:12,2
113242,awfer1,27,100,2008-10-6,2:53:16,2
113242,blues211314,27,100,2008-10-6,11:05:39,2
113242,bj20,27,200,2008-10-6,12:11:23,2
113242,yangjieecho,15,60,2008-10-6,14:37:05,2
113242,xiaoqiu83,27,500,2008-10-6,14:56:19,2
113242,shikousheng,26.99,200,2008-10-6,20:03:26,2
113242,ttb,27,100,2008-10-6,22:49:01,2
113242,pengwu96,27,50,2008-10-7,9:02:39,2
113242,scwsb,27,100,2008-10-7,10:33:10,2
113242,cmh2002hnbc,27,50,2008-10-7,10:44:17,2
113242,gracewang19,27,100,2008-10-7,10:52:29,2
113242,general_pxj,27,100,2008-10-7,11:13:42,2
113242,dywxf666,27,75,2008-10-7,12:38:07,2
113242,jackyhang,27,500,2008-10-7,13:39:27,2
113242,viennalee,23,53,2008-10-7,20:58:40,2
113242,wujingyi,27,50,2008-10-7,21:04:38,2
113242,shikousheng,26.99,142,2008-10-7,21:16:40,2
113242,alexzqxc,27,200,2008-10-7,23:26:56,2
113242,jackgu,27,200,2008-10-8,10:47:05,2
113242,pengwu96,27,50,2008-10-8,11:04:07,2
113242,dianzi,25,50,2008-10-8,11:17:20,2
113242,forcey,27,57,2008-10-8,12:15:52,2
113242,alexzqxc,27,200,2008-10-8,12:21:58,2
113242,jfjf888888,27,200,2008-10-8,12:43:09,2
113242,cmh2002hnbc,27,46,2008-10-8,12:44:29,2
113242,guchenjie,26.5,100,2008-10-8,14:26:14,2
113517,pengwu96,27,180,2008-10-7,12:57:32,1
113517,azhuan,27,200,2008-10-7,13:25:13,1
113517,shilrey,27,200,2008-10-11,10:54:17,1
113517,sanyuan2008,27,200,2008-10-11,13:14:27,1
113517,shikousheng,24,200,2008-10-11,16:13:18,1
113517,shikousheng,27,200,2008-10-11,17:05:12,1
113517,sanyuan2008,26.5,200,2008-10-14,18:44:09,1
113858,shikousheng,27,200,2008-10-11,17:15:57,3
113858,jackgu,27,200,2008-10-11,17:47:44,3
113858,pengwu96,25.58,51,2008-10-11,22:01:38,3
113858,kjhdm,26.99,695,2008-10-11,22:26:40,3
113858,kjhdm,26.99,695,2008-10-11,22:36:41,3
113858,awfer1,27,134,2008-10-12,7:30:37,3
113858,cmh2002hnbc,27,50,2008-10-12,8:51:23,3
113858,viennalee,26.8,50,2008-10-12,9:06:24,3
113858,hnhysj8259878,27,139,2008-10-12,9:13:38,3
113858,cjwangwen,27,69,2008-10-12,9:18:29,3
113858,shikousheng,26.99,300,2008-10-12,9:21:02,3
113858,lisa,27,69,2008-10-12,10:49:06,3
113858,cmh2002hnbc,27,50,2008-10-12,10:54:37,3
113858,jon678,27,100,2008-10-12,14:00:32,3
113858,hnhysj8259878,27,50,2008-10-12,15:21:36,3
113858,vickywu_2001,27,114,2008-10-12,17:26:47,3
113858,lxy_19,27,99,2008-10-12,17:54:56,3
113858,jon678,27,200,2008-10-12,20:31:02,3
113858,jon678,27,80,2008-10-12,20:34:16,3
113858,yue420,27,119,2008-10-12,21:10:06,3
113858,alexzqxc,27,396,2008-10-12,21:42:45,3
113858,xliangzh,27,100,2008-10-12,21:56:03,3
113858,zhubb1999,27,650,2008-10-13,0:43:28,3
113858,viennalee,27,100,2008-10-13,7:50:58,3
113858,52rmb,26.99,300,2008-10-13,11:11:26,3
113858,xiaoqiu83,27,490,2008-10-13,12:57:25,3
113858,zqy5,27,110,2008-10-13,13:48:24,3
113858,alexzqxc,27,122,2008-10-13,14:26:01,3
113858,lynn_qiu,20,50,2008-10-13,14:38:08,3
113858,duanyingui,27,100,2008-10-13,15:04:27,3
113858,superv,27,150,2008-10-13,15:21:04,3
113858,lxy_19,27,214,2008-10-13,15:29:18,3
113858,weiyi-007,26,900,2008-10-13,16:34:44,3
113858,guchenjie,26.5,50,2008-10-13,16:50:02,3
114058,pengwu96,19.18,201,2008-10-15,13:32:16,10
114058,viennalee,20,300,2008-10-15,19:02:19,10
114058,liyu2000,20,220,2008-10-15,20:06:00,10
114058,hupo,20,200,2008-10-16,0:46:48,10
114058,jackgu,2,200,2008-10-16,10:12:25,10
114058,pengwu96,20,200,2008-10-16,11:06:42,10
114058,cmh2002hnbc,20,200,2008-10-16,11:09:48,10
114058,yee,20,600,2008-10-16,11:45:59,10
114058,phoenixzz,20,250,2008-10-16,11:51:28,10
114058,viennalee,20,224,2008-10-16,19:35:14,10
114058,greatkai,20,871,2008-10-16,20:04:58,10
114058,yue420,20,100,2008-10-16,20:20:44,10
114058,wujingyi,20,300,2008-10-16,22:03:33,10
114058,jackgu,20,300,2008-10-16,17:22:19,10
114058,shikousheng,20,650,2008-10-17,17:35:58,10
114058,yue420,20,488,2008-10-17,18:10:43,10
114058,yangjieecho,15,91,2008-10-17,18:22:03,10
114058,pengwu96,20,78,2008-10-17,19:21:22,10
114058,greatkai,20,61,2008-10-18,10:03:21,10
114058,sophiabaobao,20,64,2008-10-18,16:21:27,10
114058,pengwu96,20,315,2008-10-18,19:08:18,10
114058,pengwu96,20,51,2008-10-19,14:04:48,10
114058,yee,19.99,400,2008-10-20,11:40:43,10
114058,viennalee,20,100,2008-10-20,16:36:01,10
114058,wujingyi,20,99,2008-10-20,20:23:27,10
114058,drizzle,20,200,2008-10-21,9:21:53,10
114058,xliangzh,20,100,2008-10-21,15:13:41,10
114058,xianxian,20,121,2008-10-21,17:21:11,10
114058,jackgu,20,900,2008-10-21,17:53:08,10
114058,plankton13,20,69,2008-10-21,17:58:28,10
114058,viennalee,20,200,2008-10-21,19:13:47,10
114058,alexzqxc,20,396,2008-10-21,22:09:30,10
114058,alexzqxc,20,396,2008-10-21,22:51:14,10
114058,liyu2000,20,50,2008-10-22,14:39:25,10
114058,viennalee,20,100,2008-10-22,20:14:12,10
114058,pengwu96,20,252,2008-10-22,22:07:30,10
114058,cmh2002hnbc,20,200,2008-10-23,8:33:45,10
114058,huanyingrufeng,20,200,2008-10-23,13:27:53,10
114058,jackgu,20,200,2008-10-23,14:28:57,10
114058,YQCHENG,20,200,2008-10-23,16:26:20,10
114058,sk116,20,200,2008-10-23,17:51:06,10
114058,viennalee,20,200,2008-10-23,19:14:57,10
114058,cmh2002hnbc,20,200,2008-10-23,21:10:52,10
114058,sunfeng,20,54,2008-10-23,23:49:10,10
114058,fendy,20,100,2008-10-24,16:33:54,10
114058,hx3888,19,70,2008-10-24,18:16:39,10
114058,liyu2000,20,50,2008-10-24,23:18:58,10
114058,sk116,20,400,2008-10-25,0:09:55,10
114058,ykea,20,65,2008-10-25,10:29:39,10
114058,guchenjie,20,60,2008-10-25,12:02:52,10
114058,fyy1988,20,100,2008-10-25,17:12:29,10
114058,hupo,20,200,2008-10-25,20:26:02,10
114058,gjf66,20,525,2008-10-25,23:21:39,10
114058,kjhdm,20,900,2008-10-26,16:15:45,10
114058,hupo,20,101,2008-10-26,20:23:57,10
114058,tthero,20,505,2008-10-27,0:01:16,10
114058,sophiabaobao,20,54,2008-10-27,7:53:19,10
114058,huanyingrufeng,20,200,2008-10-27,18:02:40,10
114058,hupo,20,99,2008-10-27,21:06:39,10
114058,alexzqxc,20,396,2008-10-28,16:58:01,10
114058,desolation,15,50,2008-10-28,17:51:11,10
114058,hupo,20,100,2008-10-28,18:13:43,10
114058,sunxiouxiou,20,137,2008-10-28,18:52:21,10
114058,liyu2000,20,192,2008-10-28,20:22:31,10
114058,arenhello,20,180,2008-10-28,20:38:27,10
114058,kjhdm,20,468,2008-10-28,21:53:21,10
114058,jon678,20,166,2008-10-28,22:03:24,10
114058,flyboy,18,50,2008-10-28,22:10:58,10
114058,gjf66,20,50,2008-10-28,22:37:00,10
114058,pengwu96,20,51,2008-10-28,22:46:11,10
114058,pengwu96,20,592,2008-10-29,1:06:22,10
114058,hnhysj8259878,20,93,2008-10-29,9:22:34,10
114058,leonandoo,20,198,2008-10-29,11:19:05,10
114058,bj20,20,200,2008-10-29,11:31:17,10
114058,viennalee,20,199,2008-10-29,11:52:19,10
114058,sunfeng,20,199,2008-10-29,15:24:11,10
114058,blues211314,20,100,2008-10-29,15:54:30,10
114058,tthero,20,990,2008-10-29,16:02:09,10
114058,alexzqxc,20,792,2008-10-29,18:16:18,10
114058,jon678,20,100,2008-10-29,20:37:20,10
114058,jackgu,19.88,100,2008-10-29,22:44:03,10
114058,liyu2000,20,100,2008-10-30,8:39:32,10
114058,guchenjie,20,50,2008-10-30,10:36:42,10
114058,liyu2000,20,259,2008-10-30,12:34:43,10
114058,greatkai,20,116,2008-10-30,13:47:14,10
114058,cmh2002hnbc,20,50,2008-10-30,14:43:11,10
114058,ttb,20,100,2008-10-30,18:08:14,10
114058,ttb,20,100,2008-10-30,18:31:33,10
114058,alexzqxc,20,396,2008-10-30,22:13:17,10
114058,yee,19.95,396,2008-10-30,10:19:08,10
114058,general_pxj,20,50,2008-10-31,10:45:49,10
114058,sunfeng,20,987,2008-10-31,11:10:36,10
114058,cmh2002hnbc,20,21,2008-10-31,11:22:24,10
114058,jackgu,19.99,21,2008-10-31,12:00:21,10
114139,sanyuan2008,27,200,2008-10-20,10:23:42,4
114139,phoenixzz,27,200,2008-10-20,12:59:04,4
114139,viennalee,27,200,2008-10-20,16:44:00,4
114139,viennalee,27,100,2008-10-20,18:52:42,4
114139,yangok1,27,354,2008-10-20,21:52:04,4
114139,bj20,27,211,2008-10-20,23:50:21,4
114381,kjhdm,25,200,2008-10-22,21:47:52,3
114381,l_s_w,25,69,2008-10-22,23:26:17,3
114381,niu,25,50,2008-10-23,10:52:37,3
114381,feps008,25,50,2008-10-23,20:26:53,3
114381,wbshh,25,100,2008-10-24,17:08:07,3
114381,cngdming,15,100,2008-10-25,8:42:27,3
114381,summeryi4u,25,200,2008-10-25,12:58:11,3
114381,fyy1988,25,200,2008-10-25,17:29:52,3
114381,alexzqxc,25,396,2008-10-26,22:23:18,3
114381,kjhdm,25,101,2008-10-27,2:20:02,3
114381,sanyuan2008,25,100,2008-10-27,7:13:31,3
114381,adf123,25,72,2008-10-27,9:38:02,3
114381,hx3888,23,200,2008-10-28,17:40:35,3
114381,hx3888,23,200,2008-10-28,17:41:16,3
114381,jon678,24.5,100,2008-10-28,22:01:00,3
114381,sunfeng,24.9,182,2008-10-28,22:10:46,3
114381,sanyuan2008,24.5,90,2008-10-29,8:15:02,3
114381,jackgu,24.5,50,2008-10-29,17:08:35,3
114381,billowhan,24,104,2008-10-31,8:49:14,3
114381,xliangzh,24.5,100,2008-10-31,15:29:14,3
114381,pengwu96,20.43,51,2008-11-1,11:03:01,3
114381,vitababy,24.5,50,2008-11-3,12:52:52,3
114381,flyboy,22,50,2008-11-3,19:34:39,3
114381,ilovechenlili,24,133,2008-11-5,9:16:46,3
114381,iqlong,24,50,2008-11-5,10:02:45,3
114540,sunxiouxiou,27,50,2008-11-6,10:34:43,5
114540,lovehecofe,27,547,2008-11-6,20:45:55,5
114540,sunfeng,27,50,2008-11-6,20:50:56,5
114540,gjf66,27,300,2008-11-6,23:31:54,5
114540,wzwwzw1975,27,246,2008-11-7,5:49:21,5
114540,lovehecofe,27,246,2008-11-7,9:59:57,5
114540,lemon_coco_x,27,200,2008-11-8,9:05:15,5
114540,viennalee,27,50,2008-11-8,13:40:17,5
114540,cceckukafei,27,207,2008-11-8,16:47:18,5
114540,dsy0715,27,50,2008-11-8,17:08:56,5
114540,keane_robbie,27,208,2008-11-8,18:14:32,5
114540,sjzbo,27,100,2008-11-8,18:17:10,5
114540,hx3888,26,200,2008-11-8,18:33:14,5
114540,sk116,27,109,2008-11-8,18:53:09,5
114540,lovehecofe,27,586,2008-11-8,20:51:47,5
114540,hnhysj8259878,27,137,2008-11-8,22:17:50,5
114540,jone81,27,50,2008-11-8,22:38:08,5
114540,cjwangwen,27,240,2008-11-8,23:16:34,5
114540,gjf66,27,336,2008-11-8,23:23:15,5
114990,pandora5623,0,500,2008-11-6,9:31:33,1
114990,yiyi520tt,25,500,2008-11-6,10:04:12,1
114990,apple520,25,500,2008-11-6,12:24:26,1
114990,zhubb1999,25,550,2008-11-6,14:22:44,1
114990,tat,25,550,2008-11-6,16:04:10,1
114990,yangok1,25,200,2008-11-7,12:49:55,1
114990,yz131488,0,50,2008-11-8,5:42:05,1
115101,jackgu,25,200,2008-11-9,14:29:43,4
115101,pengwu96,25,50,2008-11-9,15:05:44,4
115101,cmh2002hnbc,25,200,2008-11-9,16:12:11,4
115101,guchenjie,25,50,2008-11-9,19:03:12,4
115101,sam111988,25,50,2008-11-9,23:50:30,4
115101,sz088,25,50,2008-11-10,7:17:15,4
115101,viennalee,25,50,2008-11-10,7:25:57,4
115101,drizzle,25,50,2008-11-10,13:18:54,4
115101,duanyingui,25,161,2008-11-10,14:25:34,4
115101,sunxiouxiou,25,201,2008-11-10,15:06:12,4
115101,sunxiouxiou,25,67,2008-11-10,16:14:44,4
115101,liyu2000,25,184,2008-11-10,16:16:27,4
115101,piglet,25,51,2008-11-10,19:29:38,4
115101,zhangjun6906,25,100,2008-11-10,19:46:48,4
115101,guchenjie,25,50,2008-11-10,21:50:01,4
115101,sanyuan2008,25,200,2008-11-11,7:49:44,4
115101,liyu2000,25,50,2008-11-11,8:35:25,4
115101,general_pxj,25,100,2008-11-11,9:18:49,4
115101,sunfeng,25,200,2008-11-11,13:18:06,4
115101,sunfeng,25,67,2008-11-11,14:44:27,4
115101,kjhdm,25,200,2008-11-11,17:22:25,4
115101,guchenjie,25,20,2008-11-11,19:43:58,4
115101,shikousheng,24.99,200,2008-11-11,20:57:22,4
115101,hx3888,24,200,2008-11-12,22:20:10,4
115101,hx3888,24,200,2008-11-12,22:21:38,4
115101,ilovechenlili,24.5,51,2008-11-13,8:54:40,4
115101,iqlong,24.5,50,2008-11-13,9:27:43,4
115101,lorrenceluo,24,198,2008-11-13,13:25:46,4
115101,jon678,24.5,60,2008-11-13,17:17:09,4
115101,sanyuan2008,24.5,209,2008-11-13,19:37:32,4
115101,jdz,24.5,50,2008-11-13,23:00:14,4
115101,jdz,24.5,50,2008-11-13,23:02:28,4
115101,forcey,24.5,113,2008-11-13,23:25:44,4
115101,billowhan,24.5,207,2008-11-14,17:20:15,4
115101,joannajorise,24.5,74,2008-11-14,20:17:21,4
115101,flyboy,23,50,2008-11-17,15:21:08,4
115101,sunfeng,24.9,50,2008-11-17,16:36:36,4
115101,zane,20,100,2008-11-17,17:40:15,4
115101,kuku9991,20,182,2008-11-17,17:40:59,4
115101,kuku9991,20.5,182,2008-11-17,17:41:44,4
115101,kuku9991,20,137,2008-11-17,17:43:20,4
115101,cjwangwen,24.5,147,2008-11-17,20:15:43,4
115101,hnhysj8259878,24.5,139,2008-11-17,20:17:32,4
115101,hyhmails,24.99,51,2008-11-18,10:07:45,4
115101,monson,20,500,2008-11-18,16:28:09,4
115101,keane_robbie,24,248,2008-11-18,18:15:21,4
115101,shikousheng,24.99,150,2008-11-18,19:14:45,4
115101,aya321654,22.5,50,2008-11-18,21:32:37,4
115113,sunxiouxiou,27,606,2008-12-5,16:58:50,1
115113,sunxiouxiou,27,606,2008-12-5,17:06:49,1
115113,azhuan,27,400,2008-12-5,17:36:35,1
115113,xielifeng,27,100,2008-12-7,20:44:05,1
115113,dengyuanzhong,27,94,2008-12-7,23:44:35,1
115114,pengwu96,27,150,2008-11-9,12:02:28,1
115114,shilrey,27,205,2008-11-9,16:36:08,1
115114,shikousheng,27,205,2008-11-9,17:22:02,1
115114,xielifeng,27,50,2008-11-9,18:20:38,1
115114,sanyuan2008,27,200,2008-11-10,12:55:21,1
115114,azhuan,27,300,2008-11-10,15:44:47,1
115114,gk90965,27,200,2008-11-10,16:00:56,1
115114,feps008,27,50,2008-11-10,21:13:53,1
115114,dywxf666,27,100,2008-11-11,20:53:10,1
115114,ttb,27,50,2008-11-12,22:58:56,1
115114,jackyhang,27,200,2008-11-13,16:17:05,1
115114,sunxiouxiou,27,296,2008-11-14,10:24:56,1
115114,lorrenceluo,26,200,2008-11-14,12:50:10,1
115395,chengdy,27,200,2008-11-17,8:45:10,1
115395,zxlei,27,67,2008-11-17,13:51:03,1
115395,wbshh,27,200,2008-11-18,14:25:22,1
115395,monson,20,460,2008-11-18,16:49:20,1
115395,jdz,27,50,2008-11-18,18:52:10,1
115395,qiang13,27,990,2008-11-19,15:31:22,1
115395,luckyarrowhui,25,500,2008-11-19,15:35:35,1
115395,fzy1983,27,50,2008-11-19,15:42:34,1
115395,arenhello,27,70,2008-11-19,17:52:01,1
115395,monson,20,500,2008-11-19,18:22:09,1
115395,neuumenn,27,550,2008-11-19,20:18:33,1
115395,vitababy,27,100,2008-11-19,22:01:18,1
115395,pandon2002,27,774,2008-11-19,22:04:27,1
115395,ericyoung,26,488,2008-11-20,2:33:05,1
115542,jackgu,18,200,2008-11-18,14:20:45,6
115542,shikousheng,18,200,2008-11-18,19:41:08,6
115542,vitababy,18,50,2008-11-18,20:55:59,6
115542,lorrenceluo,17.5,794,2008-11-18,21:09:37,6
115542,guchenjie,18,50,2008-11-18,22:16:36,6
115542,wyp20058,18,90,2008-11-18,23:05:17,6
115542,liyu2000,18,200,2008-11-19,8:43:20,6
115542,cmh2002hnbc,18,100,2008-11-19,10:04:06,6
115542,piglet,18,53,2008-11-19,11:39:55,6
115542,fzy1983,18,50,2008-11-19,15:44:56,6
115542,viennalee,18,72,2008-11-19,18:58:50,6
115542,zhangjun6906,18,200,2008-11-19,22:20:23,6
115542,general_pxj,18,50,2008-11-20,11:05:33,6
115542,setffen,18,150,2008-11-20,18:07:33,6
115542,olifu,18,200,2008-11-21,8:48:47,6
115542,zoutyong,18,50,2008-11-21,8:54:50,6
115542,sk116,18,124,2008-11-21,12:50:28,6
115542,fateland,18,50,2008-11-21,15:15:07,6
115542,fateland,18,50,2008-11-21,15:17:58,6
115542,dsy0715,18,51,2008-11-21,15:18:11,6
115542,niu,18,50,2008-11-21,16:25:49,6
115542,pfzl518,10,165,2008-11-21,18:02:26,6
115551,jackgu,20,500,2008-11-18,13:59:35,12
115551,drizzle,20,500,2008-11-18,17:18:25,12
115551,guchenjie,20,50,2008-11-18,20:27:12,12
115551,pengwu96,19.55,500,2008-11-18,21:21:22,12
115551,lorrenceluo,20,485,2008-11-18,21:39:18,12
115551,zhangjun6906,20,500,2008-11-19,7:45:59,12
115551,viennalee,20,200,2008-11-19,9:25:08,12
115551,cmh2002hnbc,20,300,2008-11-19,10:07:00,12
115551,shikousheng,20,544,2008-11-19,10:11:26,12
115551,neuumenn,20,200,2008-11-19,10:24:34,12
115551,liyu2000,20,500,2008-11-19,11:52:15,12
115551,phoenixzz,20,200,2008-11-19,15:46:37,12
115551,yue420,20,64,2008-11-19,19:10:26,12
115551,huanyingrufeng,20,200,2008-11-19,19:34:08,12
115551,stylus75,20,200,2008-11-20,10:41:43,12
115551,viennalee,20,200,2008-11-20,13:28:35,12
115551,gk90965,20,201,2008-11-20,16:16:09,12
115551,keane_robbie,20,217,2008-11-20,17:04:35,12
115551,followmyheart,20,198,2008-11-20,17:51:04,12
115551,monson,20,500,2008-11-20,18:32:19,12
115551,guchenjie,20,84,2008-11-20,18:37:50,12
115551,jackgu,20,400,2008-11-20,21:14:01,12
115551,shikousheng,20,134,2008-11-20,21:29:54,12
115551,moming8156,20,85,2008-11-20,21:37:39,12
115551,pengwu96,20,400,2008-11-20,21:58:20,12
115551,wujingyi,20,240,2008-11-20,22:14:35,12
115551,pandon2002,20,216,2008-11-20,22:24:07,12
115551,guchenjie,20,105,2008-11-20,23:11:43,12
115551,bigicbc,20,105,2008-11-20,23:41:21,12
115551,sunfeng,20,109,2008-11-21,8:18:33,12
115551,liyu2000,20,319,2008-11-21,8:36:17,12
115551,jireh,20,51,2008-11-21,8:36:51,12
115551,cmh2002hnbc,20,103,2008-11-21,8:37:47,12
115551,ilovechenlili,19.5,495,2008-11-21,9:43:51,12
115559,neuumenn,27,980,2008-11-19,10:15:17,6
115559,sanyuan2008,27,200,2008-11-20,7:27:09,6
115559,zoutyong,27,100,2008-11-21,8:59:17,6
115559,wangaibaobao,27,450,2008-11-23,18:48:22,6
115559,the_cid,27,500,2008-11-24,10:54:33,6
115559,dianzi,5,190,2008-11-24,20:05:51,6
115559,general_pxj,27,50,2008-11-25,8:55:39,6
115559,wbshh,27,50,2008-11-25,11:52:42,6
115628,guchenjie,26,50,2008-11-20,18:51:08,5
115628,sunfeng,26,63,2008-11-24,12:07:04,5
115628,sk116,26,150,2008-11-25,23:59:13,5
115628,fateland,26,100,2008-11-26,7:40:02,5
115628,alexzqxc,26,200,2008-11-26,22:20:47,5
115628,keane_robbie,26,240,2008-11-27,15:25:15,5
